FrameNo;Time;HipCenter;HipCenterCoordinates.x;HipCenterCoordinates.y;HipCenterCoordinates.z;Spine;SpineCoordinates.x;SpineCoordinates.y;SpineCoordinates.z;ShoulderCenter;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;Head;HeadCoordinates.x;HeadCoordinates.y;HeadCoordinates.z;ShoulderLeft;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;ElbowLeft;ElbowLeftCoordinates.x;ElbowLeftCoordinates.y;ElbowLeftCoordinates.z;WristLeft;WristLeftCoordinates.x;WristLeftCoordinates.y;WristLeftCoordinates.z;HandLeft;HandLeftCoordinates.x;HandLeftCoordinates.y;HandLeftCoordinates.z;ShoulderRight;ShoulderRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;ElbowRight;ElbowRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;WristRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HandRight;HandRightCoordinates.x;HandRightCoordinates.y;HandRightCoordinates.z;HipLeft;HipLeftCoordinates.x;HipLeftCoordinates.y;HipLeftCoordinates.z;KneeLeft;KneeLeftCoordinates.x;KneeLeftCoordinates.y;KneeLeftCoordinates.z;AnkleLeft;AnkleLeftCoordinates.x;AnkleLeftCoordinates.y;AnkleLeftCoordinates.z;FootLeft;FootLeftCoordinates.x;FootLeftCoordinates.y;FootLeftCoordinates.z;HipRight;HipRightCoordinates.x;HipRightCoordinates.y;HipRightCoordinates.z;KneeRight;KneeRightCoordinates.x;KneeRightCoordinates.y;KneeRightCoordinates.z;AnkleRight;AnkleRightCoordinates.x;AnkleRightCoordinates.y;AnkleRightCoordinates.z;FootRight;FootRightCoordinates.x;FootRightCoordinates.y;FootRightCoordinates.z
Frame1;0.000;0;-0.080;0.506;3.114;1;-0.075;0.556;3.178;2;-0.046;0.853;3.237;3;-0.040;1.085;3.256;4;-0.195;0.763;3.170;5;-0.276;0.504;3.138;6;-0.267;0.324;3.037;7;-0.294;0.264;3.044;8;0.105;0.774;3.218;9;0.166;0.515;3.165;10;0.161;0.324;3.081;11;0.161;0.256;3.063;12;-0.142;0.436;3.068;13;-0.131;0.068;3.111;14;-0.167;-0.232;3.165;15;-0.160;-0.263;3.080;16;-0.019;0.430;3.096;17;0.026;0.063;3.129;18;0.047;-0.237;3.185;19;0.051;-0.265;3.097
Frame2;0.042;0;-0.084;0.502;3.113;1;-0.078;0.553;3.177;2;-0.045;0.866;3.237;3;-0.041;1.085;3.255;4;-0.205;0.763;3.172;5;-0.279;0.504;3.140;6;-0.268;0.323;3.039;7;-0.294;0.262;3.043;8;0.072;0.766;3.195;9;0.157;0.515;3.153;10;0.161;0.323;3.082;11;0.162;0.256;3.063;12;-0.145;0.425;3.075;13;-0.131;0.068;3.110;14;-0.167;-0.232;3.165;15;-0.160;-0.263;3.080;16;-0.022;0.431;3.097;17;0.026;0.063;3.129;18;0.046;-0.237;3.185;19;0.051;-0.263;3.093
Frame3;0.081;0;-0.041;0.504;3.114;1;-0.044;0.554;3.176;2;-0.044;0.877;3.238;3;-0.042;1.086;3.254;4;-0.209;0.764;3.173;5;-0.279;0.504;3.140;6;-0.272;0.319;3.044;7;-0.294;0.258;3.042;8;0.075;0.770;3.194;9;0.156;0.516;3.153;10;0.162;0.323;3.082;11;0.163;0.258;3.064;12;-0.105;0.428;3.086;13;-0.131;0.069;3.110;14;-0.167;-0.232;3.165;15;-0.160;-0.263;3.079;16;0.035;0.437;3.095;17;0.025;0.065;3.128;18;0.046;-0.237;3.185;19;0.052;-0.261;3.090
Frame4;0.097;0;-0.041;0.504;3.114;1;-0.044;0.554;3.176;2;-0.044;0.877;3.238;3;-0.042;1.086;3.254;4;-0.209;0.764;3.173;5;-0.279;0.504;3.140;6;-0.272;0.319;3.044;7;-0.294;0.258;3.042;8;0.075;0.770;3.194;9;0.156;0.516;3.153;10;0.162;0.323;3.082;11;0.163;0.258;3.064;12;-0.105;0.428;3.086;13;-0.131;0.069;3.110;14;-0.167;-0.232;3.165;15;-0.160;-0.263;3.079;16;0.035;0.437;3.095;17;0.025;0.065;3.128;18;0.046;-0.237;3.185;19;0.052;-0.261;3.090
Frame5;0.114;0;-0.035;0.503;3.113;1;-0.039;0.554;3.175;2;-0.045;0.884;3.239;3;-0.042;1.086;3.254;4;-0.213;0.765;3.174;5;-0.279;0.503;3.138;6;-0.278;0.314;3.048;7;-0.292;0.262;3.044;8;0.070;0.768;3.189;9;0.154;0.516;3.152;10;0.161;0.323;3.083;11;0.164;0.258;3.064;12;-0.101;0.427;3.087;13;-0.131;0.069;3.109;14;-0.167;-0.231;3.164;15;-0.161;-0.262;3.079;16;0.041;0.444;3.092;17;0.023;0.066;3.127;18;0.045;-0.237;3.185;19;0.051;-0.261;3.089
Frame6;0.131;0;-0.035;0.503;3.113;1;-0.039;0.554;3.175;2;-0.045;0.884;3.239;3;-0.042;1.086;3.254;4;-0.213;0.765;3.174;5;-0.279;0.503;3.138;6;-0.278;0.314;3.048;7;-0.292;0.262;3.044;8;0.070;0.768;3.189;9;0.154;0.516;3.152;10;0.161;0.323;3.083;11;0.164;0.258;3.064;12;-0.101;0.427;3.087;13;-0.131;0.069;3.109;14;-0.167;-0.231;3.164;15;-0.161;-0.262;3.079;16;0.041;0.444;3.092;17;0.023;0.066;3.127;18;0.045;-0.237;3.185;19;0.051;-0.261;3.089
Frame7;0.147;0;-0.039;0.503;3.107;1;-0.041;0.553;3.170;2;-0.046;0.888;3.240;3;-0.043;1.086;3.254;4;-0.215;0.765;3.174;5;-0.280;0.504;3.138;6;-0.281;0.314;3.050;7;-0.292;0.267;3.046;8;0.066;0.767;3.185;9;0.154;0.516;3.152;10;0.161;0.323;3.083;11;0.164;0.261;3.066;12;-0.106;0.427;3.084;13;-0.131;0.069;3.109;14;-0.167;-0.231;3.164;15;-0.162;-0.262;3.079;16;0.030;0.456;3.081;17;0.023;0.064;3.128;18;0.043;-0.238;3.185;19;0.048;-0.263;3.089
Frame8;0.164;0;-0.039;0.503;3.107;1;-0.041;0.553;3.170;2;-0.046;0.888;3.240;3;-0.043;1.086;3.254;4;-0.215;0.765;3.174;5;-0.280;0.504;3.138;6;-0.281;0.314;3.050;7;-0.292;0.267;3.046;8;0.066;0.767;3.185;9;0.154;0.516;3.152;10;0.161;0.323;3.083;11;0.164;0.261;3.066;12;-0.106;0.427;3.084;13;-0.131;0.069;3.109;14;-0.167;-0.231;3.164;15;-0.162;-0.262;3.079;16;0.030;0.456;3.081;17;0.023;0.064;3.128;18;0.043;-0.238;3.185;19;0.048;-0.263;3.089
Frame9;0.181;0;-0.085;0.512;3.107;1;-0.080;0.559;3.169;2;-0.046;0.891;3.240;3;-0.043;1.086;3.253;4;-0.217;0.766;3.175;5;-0.284;0.506;3.139;6;-0.286;0.315;3.052;7;-0.294;0.258;3.041;8;0.064;0.767;3.184;9;0.154;0.516;3.152;10;0.160;0.323;3.082;11;0.164;0.263;3.068;12;-0.158;0.437;3.080;13;-0.131;0.070;3.108;14;-0.167;-0.231;3.164;15;-0.162;-0.262;3.078;16;-0.028;0.467;3.088;17;0.022;0.063;3.128;18;0.041;-0.238;3.184;19;0.045;-0.264;3.089
Frame10;0.198;0;-0.085;0.512;3.107;1;-0.080;0.559;3.169;2;-0.046;0.891;3.240;3;-0.043;1.086;3.253;4;-0.217;0.766;3.175;5;-0.284;0.506;3.139;6;-0.286;0.315;3.052;7;-0.294;0.258;3.041;8;0.064;0.767;3.184;9;0.154;0.516;3.152;10;0.160;0.323;3.082;11;0.164;0.263;3.068;12;-0.158;0.437;3.080;13;-0.131;0.070;3.108;14;-0.167;-0.231;3.164;15;-0.162;-0.262;3.078;16;-0.028;0.467;3.088;17;0.022;0.063;3.128;18;0.041;-0.238;3.184;19;0.045;-0.264;3.089
