FrameNo;Time;HipCenter;HipCenterCoordinates.x;HipCenterCoordinates.y;HipCenterCoordinates.z;Spine;SpineCoordinates.x;SpineCoordinates.y;SpineCoordinates.z;ShoulderCenter;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;Head;HeadCoordinates.x;HeadCoordinates.y;HeadCoordinates.z;ShoulderLeft;ShoulderLeftCoordinates.x;ShoulderLeftCoordinates.y;ShoulderLeftCoordinates.z;ElbowLeft;ElbowLeftCoordinates.x;ElbowLeftCoordinates.y;ElbowLeftCoordinates.z;WristLeft;WristLeftCoordinates.x;WristLeftCoordinates.y;WristLeftCoordinates.z;HandLeft;HandLeftCoordinates.x;HandLeftCoordinates.y;HandLeftCoordinates.z;ShoulderRight;ShoulderRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;ElbowRight;ElbowRightCoordinates.x;ShoulderRightCoordinates.y;ShoulderRightCoordinates.z;WristRight;WristRightCoordinates.x;WristRightCoordinates.y;WristRightCoordinates.z;HandRight;HandRightCoordinates.x;HandRightCoordinates.y;HandRightCoordinates.z;HipLeft;HipLeftCoordinates.x;HipLeftCoordinates.y;HipLeftCoordinates.z;KneeLeft;KneeLeftCoordinates.x;KneeLeftCoordinates.y;KneeLeftCoordinates.z;AnkleLeft;AnkleLeftCoordinates.x;AnkleLeftCoordinates.y;AnkleLeftCoordinates.z;FootLeft;FootLeftCoordinates.x;FootLeftCoordinates.y;FootLeftCoordinates.z;HipRight;HipRightCoordinates.x;HipRightCoordinates.y;HipRightCoordinates.z;KneeRight;KneeRightCoordinates.x;KneeRightCoordinates.y;KneeRightCoordinates.z;AnkleRight;AnkleRightCoordinates.x;AnkleRightCoordinates.y;AnkleRightCoordinates.z;FootRight;FootRightCoordinates.x;FootRightCoordinates.y;FootRightCoordinates.z
Frame1;0.000;0;-0.030;0.455;3.243;1;-0.035;0.509;3.298;2;-0.036;0.847;3.330;3;-0.060;1.036;3.334;4;-0.187;0.719;3.267;5;-0.222;0.470;3.228;6;-0.243;0.286;3.136;7;-0.242;0.248;3.133;8;0.106;0.733;3.296;9;0.163;0.467;3.259;10;0.199;0.282;3.172;11;0.202;0.228;3.147;12;-0.095;0.389;3.215;13;-0.133;0.049;3.215;14;-0.162;-0.243;3.238;15;-0.157;-0.270;3.166;16;0.037;0.391;3.235;17;0.079;0.063;3.218;18;0.115;-0.237;3.251;19;0.120;-0.264;3.180
Frame2;0.044;0;-0.031;0.455;3.242;1;-0.035;0.509;3.298;2;-0.037;0.848;3.329;3;-0.063;1.036;3.332;4;-0.187;0.719;3.266;5;-0.223;0.469;3.231;6;-0.243;0.285;3.139;7;-0.244;0.246;3.139;8;0.105;0.734;3.294;9;0.163;0.467;3.258;10;0.200;0.282;3.173;11;0.203;0.228;3.149;12;-0.095;0.389;3.215;13;-0.133;0.049;3.215;14;-0.162;-0.243;3.238;15;-0.157;-0.270;3.167;16;0.037;0.391;3.234;17;0.079;0.062;3.218;18;0.115;-0.237;3.251;19;0.120;-0.264;3.180
Frame3;0.087;0;-0.031;0.455;3.241;1;-0.035;0.509;3.297;2;-0.037;0.849;3.328;3;-0.066;1.037;3.330;4;-0.188;0.718;3.266;5;-0.224;0.468;3.233;6;-0.244;0.284;3.141;7;-0.247;0.244;3.144;8;0.103;0.735;3.292;9;0.163;0.468;3.258;10;0.200;0.282;3.173;11;0.203;0.228;3.149;12;-0.095;0.389;3.215;13;-0.133;0.049;3.214;14;-0.162;-0.242;3.238;15;-0.157;-0.269;3.166;16;0.036;0.391;3.232;17;0.079;0.062;3.218;18;0.115;-0.237;3.251;19;0.120;-0.263;3.180
Frame4;0.103;0;-0.032;0.454;3.241;1;-0.036;0.509;3.296;2;-0.038;0.849;3.327;3;-0.069;1.037;3.329;4;-0.188;0.718;3.266;5;-0.226;0.468;3.235;6;-0.246;0.283;3.144;7;-0.249;0.243;3.148;8;0.101;0.736;3.291;9;0.163;0.469;3.258;10;0.200;0.283;3.173;11;0.203;0.229;3.150;12;-0.096;0.388;3.215;13;-0.134;0.049;3.214;14;-0.162;-0.242;3.238;15;-0.157;-0.269;3.166;16;0.035;0.391;3.231;17;0.079;0.062;3.218;18;0.115;-0.237;3.251;19;0.120;-0.263;3.180
Frame5;0.120;0;-0.032;0.454;3.240;1;-0.036;0.509;3.296;2;-0.039;0.850;3.325;3;-0.071;1.037;3.328;4;-0.189;0.718;3.266;5;-0.227;0.467;3.236;6;-0.248;0.282;3.147;7;-0.251;0.242;3.151;8;0.100;0.737;3.290;9;0.163;0.470;3.257;10;0.200;0.284;3.173;11;0.203;0.229;3.151;12;-0.096;0.388;3.215;13;-0.134;0.049;3.213;14;-0.162;-0.241;3.238;15;-0.157;-0.268;3.166;16;0.034;0.391;3.230;17;0.079;0.062;3.218;18;0.115;-0.236;3.251;19;0.120;-0.263;3.180
Frame6;0.137;0;-0.032;0.454;3.240;1;-0.036;0.509;3.296;2;-0.039;0.850;3.325;3;-0.071;1.037;3.328;4;-0.189;0.718;3.266;5;-0.227;0.467;3.236;6;-0.248;0.282;3.147;7;-0.251;0.242;3.151;8;0.100;0.737;3.290;9;0.163;0.470;3.257;10;0.200;0.284;3.173;11;0.203;0.229;3.151;12;-0.096;0.388;3.215;13;-0.134;0.049;3.213;14;-0.162;-0.241;3.238;15;-0.157;-0.268;3.166;16;0.034;0.391;3.230;17;0.079;0.062;3.218;18;0.115;-0.236;3.251;19;0.120;-0.263;3.180
Frame7;0.154;0;-0.032;0.454;3.240;1;-0.036;0.509;3.296;2;-0.039;0.850;3.325;3;-0.071;1.037;3.328;4;-0.189;0.718;3.266;5;-0.227;0.467;3.236;6;-0.248;0.282;3.147;7;-0.251;0.242;3.151;8;0.100;0.737;3.290;9;0.163;0.470;3.257;10;0.200;0.284;3.173;11;0.203;0.229;3.151;12;-0.096;0.388;3.215;13;-0.134;0.049;3.213;14;-0.162;-0.241;3.238;15;-0.157;-0.268;3.166;16;0.034;0.391;3.230;17;0.079;0.062;3.218;18;0.115;-0.236;3.251;19;0.120;-0.263;3.180
Frame8;0.171;0;-0.033;0.454;3.239;1;-0.037;0.509;3.295;2;-0.039;0.850;3.325;3;-0.073;1.037;3.328;4;-0.189;0.717;3.266;5;-0.228;0.467;3.237;6;-0.251;0.281;3.150;7;-0.254;0.241;3.154;8;0.098;0.738;3.289;9;0.163;0.470;3.257;10;0.199;0.284;3.173;11;0.202;0.229;3.152;12;-0.097;0.388;3.215;13;-0.135;0.050;3.212;14;-0.162;-0.241;3.238;15;-0.158;-0.268;3.166;16;0.033;0.391;3.229;17;0.079;0.061;3.218;18;0.115;-0.236;3.251;19;0.120;-0.263;3.180
Frame9;0.188;0;-0.033;0.454;3.239;1;-0.037;0.509;3.295;2;-0.039;0.850;3.325;3;-0.073;1.037;3.328;4;-0.189;0.717;3.266;5;-0.228;0.467;3.237;6;-0.251;0.281;3.150;7;-0.254;0.241;3.154;8;0.098;0.738;3.289;9;0.163;0.470;3.257;10;0.199;0.284;3.173;11;0.202;0.229;3.152;12;-0.097;0.388;3.215;13;-0.135;0.050;3.212;14;-0.162;-0.241;3.238;15;-0.158;-0.268;3.166;16;0.033;0.391;3.229;17;0.079;0.061;3.218;18;0.115;-0.236;3.251;19;0.120;-0.263;3.180
Frame10;0.205;0;-0.034;0.453;3.239;1;-0.037;0.508;3.295;2;-0.040;0.850;3.324;3;-0.074;1.036;3.328;4;-0.190;0.717;3.266;5;-0.230;0.467;3.239;6;-0.253;0.280;3.153;7;-0.255;0.241;3.157;8;0.097;0.738;3.288;9;0.162;0.471;3.256;10;0.199;0.285;3.173;11;0.202;0.230;3.152;12;-0.098;0.387;3.215;13;-0.137;0.050;3.210;14;-0.162;-0.240;3.236;15;-0.158;-0.267;3.164;16;0.032;0.391;3.228;17;0.079;0.061;3.218;18;0.115;-0.236;3.251;19;0.119;-0.263;3.180
